entry,at,order
"The player ""th3y3ti @ CLMXfwMI0O"" quits the game with a stack of 0.",2022-12-01T02:54:27.167Z,166986326716700
"-- ending hand #95 --",2022-12-01T02:54:18.057Z,166986325805701
"""McNeal @ 2VIQ_H6NmI"" collected 2752 from pot with Pair, 9's (combination: 9♥, 9♣, A♣, 10♦, 8♦)",2022-12-01T02:54:18.057Z,166986325805700
"River: 5♥, 8♦, 9♣, 10♦ [A♣]",2022-12-01T02:54:14.037Z,166986325403700
"Turn: 5♥, 8♦, 9♣ [10♦]",2022-12-01T02:54:09.965Z,166986324996500
"Flop:  [5♥, 8♦, 9♣]",2022-12-01T02:54:05.950Z,166986324595000
"""McNeal @ 2VIQ_H6NmI"" shows a 9♥, 7♦.",2022-12-01T02:54:01.834Z,166986324183401
"""th3y3ti @ CLMXfwMI0O"" shows a 4♦, 5♦.",2022-12-01T02:54:01.834Z,166986324183400
"""McNeal @ 2VIQ_H6NmI"" calls 1376",2022-12-01T02:54:00.993Z,166986324099300
"""th3y3ti @ CLMXfwMI0O"" raises to 1376 and go all in",2022-12-01T02:53:59.552Z,166986323955200
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 800",2022-12-01T02:53:55.529Z,166986323552905
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 400",2022-12-01T02:53:55.529Z,166986323552904
"Your hand is 4♦, 5♦",2022-12-01T02:53:55.529Z,166986323552902
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (1376) | #7 ""McNeal @ 2VIQ_H6NmI"" (6624)",2022-12-01T02:53:55.529Z,166986323552901
"-- starting hand #95 (id: gq6wtitqql83)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:53:55.529Z,166986323552900
"-- ending hand #94 --",2022-12-01T02:53:46.428Z,166986322642801
"""th3y3ti @ CLMXfwMI0O"" collected 1376 from pot with Two Pair, 8's & 5's (combination: 8♦, 8♣, 5♠, 5♣, Q♥)",2022-12-01T02:53:46.428Z,166986322642800
"River: 4♠, 5♠, 3♦, 5♣ [8♣]",2022-12-01T02:53:42.324Z,166986322232400
"Turn: 4♠, 5♠, 3♦ [5♣]",2022-12-01T02:53:38.311Z,166986321831100
"Flop:  [4♠, 5♠, 3♦]",2022-12-01T02:53:34.306Z,166986321430600
"""McNeal @ 2VIQ_H6NmI"" shows a A♠, 3♥.",2022-12-01T02:53:30.214Z,166986321021402
"""th3y3ti @ CLMXfwMI0O"" shows a Q♥, 8♦.",2022-12-01T02:53:30.214Z,166986321021401
"Uncalled bet of 112 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T02:53:30.214Z,166986321021400
"""McNeal @ 2VIQ_H6NmI"" calls 800",2022-12-01T02:53:29.381Z,166986320938100
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 688 and go all in ",2022-12-01T02:53:27.493Z,166986320749305
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 400",2022-12-01T02:53:27.493Z,166986320749304
"Your hand is Q♥, 8♦",2022-12-01T02:53:27.493Z,166986320749302
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (688) | #7 ""McNeal @ 2VIQ_H6NmI"" (7312)",2022-12-01T02:53:27.493Z,166986320749301
"-- starting hand #94 (id: pcwbirgvhqan)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:53:27.493Z,166986320749300
"-- ending hand #93 --",2022-12-01T02:53:18.481Z,166986319848101
"""McNeal @ 2VIQ_H6NmI"" collected 7312 from pot with Two Pair, A's & Q's (combination: A♥, A♠, Q♠, Q♦, 6♠)",2022-12-01T02:53:18.481Z,166986319848100
"River: 2♣, 6♠, 5♣, A♠ [Q♦]",2022-12-01T02:53:14.477Z,166986319447700
"Turn: 2♣, 6♠, 5♣ [A♠]",2022-12-01T02:53:10.402Z,166986319040200
"Flop:  [2♣, 6♠, 5♣]",2022-12-01T02:53:06.388Z,166986318638800
"""McNeal @ 2VIQ_H6NmI"" shows a Q♠, A♥.",2022-12-01T02:53:02.266Z,166986318226601
"""th3y3ti @ CLMXfwMI0O"" shows a 7♣, A♦.",2022-12-01T02:53:02.266Z,166986318226600
"""McNeal @ 2VIQ_H6NmI"" calls 3656 and go all in",2022-12-01T02:53:01.408Z,166986318140800
"""th3y3ti @ CLMXfwMI0O"" raises to 3656",2022-12-01T02:53:00.169Z,166986318016900
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 800",2022-12-01T02:52:46.669Z,166986316666905
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 400",2022-12-01T02:52:46.669Z,166986316666904
"Your hand is 7♣, A♦",2022-12-01T02:52:46.669Z,166986316666902
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (4344) | #7 ""McNeal @ 2VIQ_H6NmI"" (3656)",2022-12-01T02:52:46.669Z,166986316666901
"-- starting hand #93 (id: yaswpg2pnvxd)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:52:46.669Z,166986316666900
"""McNeal @ 2VIQ_H6NmI"" shows a J♣, 5♣.",2022-12-01T02:52:42.134Z,166986316213400
"-- ending hand #92 --",2022-12-01T02:52:40.054Z,166986316005402
"""McNeal @ 2VIQ_H6NmI"" collected 1600 from pot",2022-12-01T02:52:40.054Z,166986316005401
"Uncalled bet of 1256 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T02:52:40.054Z,166986316005400
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:52:39.231Z,166986315923100
"""McNeal @ 2VIQ_H6NmI"" bets 1256",2022-12-01T02:52:38.169Z,166986315816900
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T02:52:33.799Z,166986315379900
"Flop:  [6♦, A♣, Q♠]",2022-12-01T02:52:28.950Z,166986314895000
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T02:52:28.113Z,166986314811300
"""McNeal @ 2VIQ_H6NmI"" calls 800",2022-12-01T02:52:25.049Z,166986314504900
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 800",2022-12-01T02:52:23.732Z,166986314373205
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 400",2022-12-01T02:52:23.732Z,166986314373204
"Your hand is 3♥, 5♦",2022-12-01T02:52:23.732Z,166986314373202
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (5144) | #7 ""McNeal @ 2VIQ_H6NmI"" (2856)",2022-12-01T02:52:23.732Z,166986314373201
"-- starting hand #92 (id: 5ciewoekqdpb)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:52:23.732Z,166986314373200
"Undealt cards: 9♣, J♦, A♥ [4♠, 9♠]",2022-12-01T02:52:18.579Z,166986313857900
"""McNeal @ 2VIQ_H6NmI"" shows a K♣, 5♣.",2022-12-01T02:52:18.080Z,166986313808000
"""th3y3ti @ CLMXfwMI0O"" shows a 3♣, A♠.",2022-12-01T02:52:17.409Z,166986313740900
"-- ending hand #91 --",2022-12-01T02:52:16.332Z,166986313633202
"""th3y3ti @ CLMXfwMI0O"" collected 3200 from pot",2022-12-01T02:52:16.332Z,166986313633201
"Uncalled bet of 800 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T02:52:16.332Z,166986313633200
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:52:15.495Z,166986313549500
"""th3y3ti @ CLMXfwMI0O"" bets 800",2022-12-01T02:52:12.901Z,166986313290100
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T02:52:11.108Z,166986313110800
"Flop:  [9♣, J♦, A♥]",2022-12-01T02:52:09.020Z,166986312902000
"""McNeal @ 2VIQ_H6NmI"" calls 1600",2022-12-01T02:52:08.126Z,166986312812600
"""th3y3ti @ CLMXfwMI0O"" raises to 1600",2022-12-01T02:52:06.763Z,166986312676300
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 800",2022-12-01T02:52:03.252Z,166986312325205
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 400",2022-12-01T02:52:03.252Z,166986312325204
"Your hand is 3♣, A♠",2022-12-01T02:52:03.252Z,166986312325202
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (3544) | #7 ""McNeal @ 2VIQ_H6NmI"" (4456)",2022-12-01T02:52:03.252Z,166986312325201
"-- starting hand #91 (id: osbrwr4z9ahn)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:52:03.252Z,166986312325200
"-- ending hand #90 --",2022-12-01T02:51:54.185Z,166986311418501
"""McNeal @ 2VIQ_H6NmI"" collected 4456 from pot with Three of a Kind, 9's (combination: 9♥, 9♦, 9♠, A♦, 6♥)",2022-12-01T02:51:54.185Z,166986311418500
"River: 9♦, 9♠, 6♥, 2♣ [4♣]",2022-12-01T02:51:50.177Z,166986311017700
"Turn: 9♦, 9♠, 6♥ [2♣]",2022-12-01T02:51:46.102Z,166986310610200
"Flop:  [9♦, 9♠, 6♥]",2022-12-01T02:51:41.977Z,166986310197700
"""McNeal @ 2VIQ_H6NmI"" shows a A♦, 9♥.",2022-12-01T02:51:37.949Z,166986309794901
"""th3y3ti @ CLMXfwMI0O"" shows a J♦, 10♣.",2022-12-01T02:51:37.949Z,166986309794900
"""th3y3ti @ CLMXfwMI0O"" calls 2228",2022-12-01T02:51:37.061Z,166986309706100
"""McNeal @ 2VIQ_H6NmI"" raises to 2228 and go all in",2022-12-01T02:51:35.112Z,166986309511200
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 800",2022-12-01T02:51:32.899Z,166986309289905
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 400",2022-12-01T02:51:32.899Z,166986309289904
"Your hand is J♦, 10♣",2022-12-01T02:51:32.899Z,166986309289902
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (5772) | #7 ""McNeal @ 2VIQ_H6NmI"" (2228)",2022-12-01T02:51:32.899Z,166986309289901
"-- starting hand #90 (id: izuqlbwpv9xm)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:51:32.899Z,166986309289900
"Undealt cards:  [Q♠, 3♣, 10♥, 5♦, 6♥]",2022-12-01T02:51:29.142Z,166986308914200
"""th3y3ti @ CLMXfwMI0O"" shows a 4♠, 3♠.",2022-12-01T02:51:27.528Z,166986308752800
"""McNeal @ 2VIQ_H6NmI"" shows a 6♦, 7♠.",2022-12-01T02:51:27.410Z,166986308741000
"-- ending hand #89 --",2022-12-01T02:51:25.508Z,166986308550802
"""th3y3ti @ CLMXfwMI0O"" collected 1600 from pot",2022-12-01T02:51:25.508Z,166986308550801
"Uncalled bet of 800 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T02:51:25.508Z,166986308550800
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:51:24.650Z,166986308465000
"""th3y3ti @ CLMXfwMI0O"" raises to 1600",2022-12-01T02:51:23.289Z,166986308328900
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 800",2022-12-01T02:51:17.690Z,166986307769005
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 400",2022-12-01T02:51:17.690Z,166986307769004
"Your hand is 4♠, 3♠",2022-12-01T02:51:17.690Z,166986307769002
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (4972) | #7 ""McNeal @ 2VIQ_H6NmI"" (3028)",2022-12-01T02:51:17.690Z,166986307769001
"-- starting hand #89 (id: n75cdcwxed4s)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:51:17.690Z,166986307769000
"-- ending hand #88 --",2022-12-01T02:51:08.561Z,166986306856101
"""McNeal @ 2VIQ_H6NmI"" collected 3028 from pot with Two Pair, K's & 7's (combination: K♣, K♥, 7♥, 7♣, 8♥)",2022-12-01T02:51:08.561Z,166986306856100
"River: K♣, 4♥, 8♥, K♥ [5♦]",2022-12-01T02:51:04.482Z,166986306448200
"Turn: K♣, 4♥, 8♥ [K♥]",2022-12-01T02:51:00.359Z,166986306035900
"Flop:  [K♣, 4♥, 8♥]",2022-12-01T02:50:56.337Z,166986305633700
"""McNeal @ 2VIQ_H6NmI"" shows a 7♥, 7♣.",2022-12-01T02:50:52.276Z,166986305227601
"""th3y3ti @ CLMXfwMI0O"" shows a Q♣, 2♠.",2022-12-01T02:50:52.276Z,166986305227600
"""th3y3ti @ CLMXfwMI0O"" calls 1514",2022-12-01T02:50:51.465Z,166986305146500
"""McNeal @ 2VIQ_H6NmI"" raises to 1514 and go all in",2022-12-01T02:50:49.435Z,166986304943500
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 800",2022-12-01T02:50:44.120Z,166986304412008
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 400",2022-12-01T02:50:44.120Z,166986304412007
"Your hand is Q♣, 2♠",2022-12-01T02:50:44.120Z,166986304412005
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (6486) | #7 ""McNeal @ 2VIQ_H6NmI"" (1514)",2022-12-01T02:50:44.120Z,166986304412004
"-- starting hand #88 (id: rrlwnxff7bq8)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:50:44.120Z,166986304412003
"The game's big blind was changed from 400 to 800.",2022-12-01T02:50:44.120Z,166986304412002
"The game's small blind was changed from 200 to 400.",2022-12-01T02:50:44.120Z,166986304412001
"The player ""Rod @ juakLvqGHM"" quits the game with a stack of 0.",2022-12-01T02:50:44.120Z,166986304412000
"-- ending hand #87 --",2022-12-01T02:50:35.112Z,166986303511203
"""th3y3ti @ CLMXfwMI0O"" collected 2146 from pot with Pair, 10's (combination: 10♦, 10♥, Q♦, 9♣, 8♠)",2022-12-01T02:50:35.112Z,166986303511202
"""McNeal @ 2VIQ_H6NmI"" collected 1514 from pot with Pair, 10's (combination: 10♠, 10♥, Q♠, 9♣, 8♠)",2022-12-01T02:50:35.112Z,166986303511201
"""th3y3ti @ CLMXfwMI0O"" collected 1513 from pot with Pair, 10's (combination: 10♦, 10♥, Q♦, 9♣, 8♠)",2022-12-01T02:50:35.112Z,166986303511200
"River: 10♥, 9♣, 3♣, 8♠ [6♦]",2022-12-01T02:50:31.076Z,166986303107600
"Turn: 10♥, 9♣, 3♣ [8♠]",2022-12-01T02:50:27.052Z,166986302705200
"Flop:  [10♥, 9♣, 3♣]",2022-12-01T02:50:22.903Z,166986302290300
"""Rod @ juakLvqGHM"" shows a 6♣, A♣.",2022-12-01T02:50:18.831Z,166986301883102
"""McNeal @ 2VIQ_H6NmI"" shows a 10♠, Q♠.",2022-12-01T02:50:18.831Z,166986301883101
"""th3y3ti @ CLMXfwMI0O"" shows a Q♦, 10♦.",2022-12-01T02:50:18.831Z,166986301883100
"""th3y3ti @ CLMXfwMI0O"" calls 2082",2022-12-01T02:50:18.005Z,166986301800500
"""Rod @ juakLvqGHM"" raises to 2082 and go all in",2022-12-01T02:50:16.050Z,166986301605000
"""McNeal @ 2VIQ_H6NmI"" raises to 1009 and go all in",2022-12-01T02:50:12.850Z,166986301285000
"""th3y3ti @ CLMXfwMI0O"" raises to 800",2022-12-01T02:50:09.174Z,166986300917400
"""Rod @ juakLvqGHM"" posts a big blind of 400",2022-12-01T02:50:03.804Z,166986300380406
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 200",2022-12-01T02:50:03.804Z,166986300380405
"Your hand is Q♦, 10♦",2022-12-01T02:50:03.804Z,166986300380402
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (4909) | #7 ""McNeal @ 2VIQ_H6NmI"" (1009) | #10 ""Rod @ juakLvqGHM"" (2082)",2022-12-01T02:50:03.804Z,166986300380401
"-- starting hand #87 (id: rsimqrec1aq6)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:50:03.804Z,166986300380400
"-- ending hand #86 --",2022-12-01T02:49:57.891Z,166986299789102
"""McNeal @ 2VIQ_H6NmI"" collected 400 from pot",2022-12-01T02:49:57.891Z,166986299789101
"Uncalled bet of 200 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T02:49:57.891Z,166986299789100
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:49:57.041Z,166986299704100
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:49:54.881Z,166986299488100
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 400",2022-12-01T02:49:52.780Z,166986299278006
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 200",2022-12-01T02:49:52.780Z,166986299278005
"Your hand is 10♠, 5♥",2022-12-01T02:49:52.780Z,166986299278002
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (5109) | #7 ""McNeal @ 2VIQ_H6NmI"" (809) | #10 ""Rod @ juakLvqGHM"" (2082)",2022-12-01T02:49:52.780Z,166986299278001
"-- starting hand #86 (id: dt9nxxwt3ryn)  (No Limit Texas Hold'em) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T02:49:52.780Z,166986299278000
"-- ending hand #85 --",2022-12-01T02:49:46.785Z,166986298678502
"""th3y3ti @ CLMXfwMI0O"" collected 400 from pot",2022-12-01T02:49:46.785Z,166986298678501
"Uncalled bet of 200 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T02:49:46.785Z,166986298678500
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:49:45.929Z,166986298592900
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:49:44.375Z,166986298437500
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 400",2022-12-01T02:49:41.872Z,166986298187206
"""Rod @ juakLvqGHM"" posts a small blind of 200",2022-12-01T02:49:41.872Z,166986298187205
"Your hand is 9♥, Q♣",2022-12-01T02:49:41.872Z,166986298187202
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (4909) | #7 ""McNeal @ 2VIQ_H6NmI"" (809) | #10 ""Rod @ juakLvqGHM"" (2282)",2022-12-01T02:49:41.872Z,166986298187201
"-- starting hand #85 (id: tu6rrs1ygefv)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:49:41.872Z,166986298187200
"-- ending hand #84 --",2022-12-01T02:49:32.780Z,166986297278001
"""Rod @ juakLvqGHM"" collected 2282 from pot with Two Pair, J's & 6's (combination: J♠, J♥, 6♥, 6♦, A♦)",2022-12-01T02:49:32.780Z,166986297278000
"River: 10♦, J♠, J♥, 6♥ [6♦]",2022-12-01T02:49:28.765Z,166986296876500
"Turn: 10♦, J♠, J♥ [6♥]",2022-12-01T02:49:24.664Z,166986296466400
"Flop:  [10♦, J♠, J♥]",2022-12-01T02:49:20.657Z,166986296065700
"""Rod @ juakLvqGHM"" shows a 8♥, A♦.",2022-12-01T02:49:16.557Z,166986295655701
"""th3y3ti @ CLMXfwMI0O"" shows a 5♥, 5♠.",2022-12-01T02:49:16.557Z,166986295655700
"""th3y3ti @ CLMXfwMI0O"" calls 1041",2022-12-01T02:49:15.690Z,166986295569000
"""Rod @ juakLvqGHM"" raises to 1041 and go all in",2022-12-01T02:49:12.374Z,166986295237400
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:49:09.715Z,166986294971500
"""th3y3ti @ CLMXfwMI0O"" raises to 800",2022-12-01T02:49:08.802Z,166986294880200
"""Rod @ juakLvqGHM"" posts a big blind of 400",2022-12-01T02:49:03.930Z,166986294393006
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 200",2022-12-01T02:49:03.930Z,166986294393005
"Your hand is 5♥, 5♠",2022-12-01T02:49:03.930Z,166986294393002
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (5950) | #7 ""McNeal @ 2VIQ_H6NmI"" (1009) | #10 ""Rod @ juakLvqGHM"" (1041)",2022-12-01T02:49:03.930Z,166986294393001
"-- starting hand #84 (id: ml2uavrcig5y)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:49:03.930Z,166986294393000
"-- ending hand #83 --",2022-12-01T02:48:54.862Z,166986293486201
"""th3y3ti @ CLMXfwMI0O"" collected 5950 from pot with Pair, Q's (combination: Q♥, Q♠, A♣, J♠, 8♥)",2022-12-01T02:48:54.862Z,166986293486200
"River: 4♠, 2♣, 8♥, J♠ [Q♠]",2022-12-01T02:48:50.803Z,166986293080300
"Turn: 4♠, 2♣, 8♥ [J♠]",2022-12-01T02:48:46.692Z,166986292669200
"Flop:  [4♠, 2♣, 8♥]",2022-12-01T02:48:42.678Z,166986292267800
"""McNeal @ 2VIQ_H6NmI"" shows a 9♥, A♦.",2022-12-01T02:48:38.600Z,166986291860001
"""th3y3ti @ CLMXfwMI0O"" shows a Q♥, A♣.",2022-12-01T02:48:38.600Z,166986291860000
"""th3y3ti @ CLMXfwMI0O"" calls 2975 and go all in",2022-12-01T02:48:37.765Z,166986291776500
"""McNeal @ 2VIQ_H6NmI"" raises to 2975",2022-12-01T02:48:34.666Z,166986291466600
"""th3y3ti @ CLMXfwMI0O"" raises to 1200",2022-12-01T02:48:22.076Z,166986290207600
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:48:14.462Z,166986289446200
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 400",2022-12-01T02:48:05.586Z,166986288558606
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 200",2022-12-01T02:48:05.586Z,166986288558605
"Your hand is Q♥, A♣",2022-12-01T02:48:05.586Z,166986288558602
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (2975) | #7 ""McNeal @ 2VIQ_H6NmI"" (3984) | #10 ""Rod @ juakLvqGHM"" (1041)",2022-12-01T02:48:05.586Z,166986288558601
"-- starting hand #83 (id: sagob4zvjf2b)  (No Limit Texas Hold'em) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T02:48:05.586Z,166986288558600
"-- ending hand #82 --",2022-12-01T02:47:59.639Z,166986287963902
"""McNeal @ 2VIQ_H6NmI"" collected 1000 from pot",2022-12-01T02:47:59.639Z,166986287963901
"Uncalled bet of 2975 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T02:47:59.639Z,166986287963900
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T02:47:58.824Z,166986287882400
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:47:57.858Z,166986287785800
"""McNeal @ 2VIQ_H6NmI"" raises to 3375",2022-12-01T02:47:55.786Z,166986287578600
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 400",2022-12-01T02:47:47.163Z,166986286716306
"""Rod @ juakLvqGHM"" posts a small blind of 200",2022-12-01T02:47:47.163Z,166986286716305
"Your hand is 10♥, 4♦",2022-12-01T02:47:47.163Z,166986286716302
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (3375) | #7 ""McNeal @ 2VIQ_H6NmI"" (3384) | #10 ""Rod @ juakLvqGHM"" (1241)",2022-12-01T02:47:47.163Z,166986286716301
"-- starting hand #82 (id: wjeiyrmes5sn)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:47:47.163Z,166986286716300
"Undealt cards:  [A♠, K♦, 7♥, J♥, J♠]",2022-12-01T02:47:43.375Z,166986286337500
"-- ending hand #81 --",2022-12-01T02:47:41.147Z,166986286114702
"""th3y3ti @ CLMXfwMI0O"" collected 1000 from pot",2022-12-01T02:47:41.147Z,166986286114701
"Uncalled bet of 400 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T02:47:41.147Z,166986286114700
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:47:40.252Z,166986286025200
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:47:36.006Z,166986285600600
"""th3y3ti @ CLMXfwMI0O"" raises to 800",2022-12-01T02:47:35.084Z,166986285508400
"""Rod @ juakLvqGHM"" posts a big blind of 400",2022-12-01T02:47:28.529Z,166986284852906
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 200",2022-12-01T02:47:28.529Z,166986284852905
"Your hand is 9♥, 8♥",2022-12-01T02:47:28.529Z,166986284852902
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (2775) | #7 ""McNeal @ 2VIQ_H6NmI"" (3584) | #10 ""Rod @ juakLvqGHM"" (1641)",2022-12-01T02:47:28.529Z,166986284852901
"-- starting hand #81 (id: oxktccnuwjn2)  (No Limit Texas Hold'em) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T02:47:28.529Z,166986284852900
"Undealt cards:  [2♣, 3♣, 7♣, 4♠, Q♣]",2022-12-01T02:47:24.362Z,166986284436200
"""th3y3ti @ CLMXfwMI0O"" shows a K♣, 8♠.",2022-12-01T02:47:23.055Z,166986284305500
"-- ending hand #80 --",2022-12-01T02:47:21.808Z,166986284180802
"""th3y3ti @ CLMXfwMI0O"" collected 800 from pot",2022-12-01T02:47:21.808Z,166986284180801
"Uncalled bet of 400 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T02:47:21.808Z,166986284180800
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:47:20.950Z,166986284095000
"""th3y3ti @ CLMXfwMI0O"" raises to 800",2022-12-01T02:47:14.044Z,166986283404400
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:47:11.044Z,166986283104400
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 400",2022-12-01T02:47:09.092Z,166986282909206
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 200",2022-12-01T02:47:09.092Z,166986282909205
"Your hand is K♣, 8♠",2022-12-01T02:47:09.092Z,166986282909202
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (2375) | #7 ""McNeal @ 2VIQ_H6NmI"" (3984) | #10 ""Rod @ juakLvqGHM"" (1641)",2022-12-01T02:47:09.092Z,166986282909201
"-- starting hand #80 (id: f1kxfjrvtttj)  (No Limit Texas Hold'em) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T02:47:09.092Z,166986282909200
"""Rod @ juakLvqGHM"" shows a 7♣, 2♠.",2022-12-01T02:47:05.926Z,166986282592600
"-- ending hand #79 --",2022-12-01T02:47:02.387Z,166986282238702
"""th3y3ti @ CLMXfwMI0O"" collected 400 from pot",2022-12-01T02:47:02.387Z,166986282238701
"Uncalled bet of 200 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T02:47:02.387Z,166986282238700
"""Rod @ juakLvqGHM"" folds",2022-12-01T02:47:01.556Z,166986282155600
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T02:46:59.264Z,166986281926400
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 400",2022-12-01T02:46:57.886Z,166986281788606
"""Rod @ juakLvqGHM"" posts a small blind of 200",2022-12-01T02:46:57.886Z,166986281788605
"Your hand is 8♥, Q♠",2022-12-01T02:46:57.886Z,166986281788602
"Player stacks: #2 ""th3y3ti @ CLMXfwMI0O"" (2175) | #7 ""McNeal @ 2VIQ_H6NmI"" (3984) | #10 ""Rod @ juakLvqGHM"" (1841)",2022-12-01T02:46:57.886Z,166986281788601
"-- starting hand #79 (id: v8ize6evk4hd)  (No Limit Texas Hold'em) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T02:46:57.886Z,166986281788600
"-- ending hand #78 --",2022-12-01T02:46:51.976Z,166986281197602
"""Rod @ juakLvqGHM"" collected 400 from pot",2022-12-01T02:46:51.976Z,166986281197601
